meaning,example,order,word,numbering
158_1,他已经出版了好几本著作。,5,158,158_1_5
158_1,他这次出版的小说引起了极大的反响。,6,158,158_1_6
159_1,结构调整/意见调整/日程调整/全面调整,1,159,159_1_1
159_1,调整麦克风的音量。,2,159,159_1_2
159_1,银行将利率上调了1%。,3,159,159_1_3
160_1,交换俘虏/交换意见/物物交换/交换信息,1,160,160_1_1
160_1,交换礼物,2,160,160_1_2
160_1,提出交换条件,3,160,160_1_3
160_2,〔把轮胎换成冬季胎〕,1,160,160_2_1
160_3,〔我请话务员帮我转总务处。〕,1,160,160_3_1
161_1,前后张望/观察前后,1,161,161_1_1
161_1,这个楼的前后都是大路。,2,161,161_1_2
161_1,头部前后左右转动。,3,161,161_1_3
161_2,凡事都有前后。,1,161,161_2_1
161_2,运动/吃饭 前后做柔软体操。,2,161,161_2_2
161_2,国王和王妃先后到达宴会场。,3,161,161_2_3
161_2,说话不分前后。,4,161,161_2_4
161_3,30岁前后的青年,1,161,161_3_1
161_3,参加者在20名左右。,2,161,161_3_2
161_3,他六点前后到了。,3,161,161_3_3
161_4,诊断顺序有时会前后颠倒。,1,161,161_4_1
161_4,说话前后颠倒。,2,161,161_4_2
161_5,他把昨天的遭遇，前后诉说了一遍。,1,161,161_5_1
161_5,她前后来过四次电话。,2,161,161_5_2
162_1,少年时代/少年犯罪,1,162,162_1_1
162_1,10岁的少年,2,162,162_1_2
162_1,指定对少年有害的网站。,3,162,162_1_3
162_1,想起少年时期。,4,162,162_1_4
163_1,精简费用/减少费用/削减费用,1,163,163_1_1
163_1,〜的费用不足/费用充足/需要很多费用,2,163,163_1_2
163_1,义务教育阶段，学生的学习费用都由政府承担。,3,163,163_1_3
164_1,日常生活,1,164,164_1_1
164_1,现代人每天都为时间所迫，日常生活忙忙碌碌。,2,164,164_1_2
164_1,把日常生活中发生的事情记录下来。,3,164,164_1_3
164_1,战争打破了人们平静的日常生活。,4,164,164_1_4
164_1,旅行结束后，又回到了日常生活中。,5,164,164_1_5
165_1,夜间作业/通宵作业/拆除作业/白天作业/水中作业/修复作业/电脑作业/现场作业,1,165,165_1_1
165_1,……作业持续到深夜。,2,165,165_1_2
165_1,作业效率不见提高。,3,165,165_1_3
165_1,工厂里机器作业的声音震耳欲聋。,4,165,165_1_4
165_2,老师布置的作业很多。,1,165,165_2_1
166_1,提问都集中在一个人身上。,1,166,166_1_1
166_1,人口集中聚集在 首都/城市。,2,166,166_1_2
166_1,众人的视线都集中在她的身上。,3,166,166_1_3
166_1,集中地,4,166,166_1_4
166_2,集中精神听讲。,1,166,166_2_1
166_2,集中精神听我说。,2,166,166_2_2
166_2,气氛散漫，精神很难集中。,3,166,166_2_3
166_2,集中力●類专注力,4,166,166_2_4
167_1,长篇小说/中篇小说/短篇小说/爱情小说/成长小说/推理小说/侦探小说/科幻小说,1,167,167_1_1
167_1,撰写小说/编写小说/创作小说/改写小说/把小说改编成电影,2,167,167_1_2
167_1,对方候选人所提出的主张完全是在编小说。,3,167,167_1_3
168_1,捐献全部财产,1,168,168_1_1
168_1,那个作家的小说我全部都读过。,2,168,168_1_2
168_1,我全部都告诉您。,3,168,168_1_3
168_1,丛书全部都被复刻了。,4,168,168_1_4
169_1,认识现实/面对现实/考虑现实,1,169,169_1_1
169_1,满足于现实,2,169,169_1_2
169_1,逃避现实,3,169,169_1_3
169_1,遭遇到 残酷/冷酷 的现实,4,169,169_1_4
169_1,理想与现实之间的距离,5,169,169_1_5
169_2,这个想法不太现实。,1,169,169_2_1
170_1,有个性/没有个性/个性很强,1,170,170_1_1
170_1,尊重每个人的个性,2,170,170_1_2
170_1,重视个性的时代,3,170,170_1_3
171_1,认真地比较了几个物品的价格之后才购买。,1,171,171_1_1
171_1,如今生活富裕，与从前无法作比较。,2,171,171_1_2
171_1,比较的对象,3,171,171_1_3
171_1,这两兄弟比较起来，哥哥沉稳，弟弟开朗。,4,171,171_1_4
171_1,今年的粮食产量，比去年又有了大幅度的提高。,5,171,171_1_5
171_2,天气一直比较暖和,1,171,171_2_1
171_2,这家餐厅比较便宜。,2,171,171_2_2
172_1,不满的表情/愤怒的表情/满意的表情/发呆的表情/慌张的表情/高兴的表情/快乐的表情/气呼呼的表情/生气的表情/不快的表情/难受的表情,1,172,172_1_1
172_1,他掩饰住不满的表情，勉强地笑了笑。,2,172,172_1_2
172_1,无表情/没有任何表情,3,172,172_1_3
172_1,电视上报道全国各地元旦的气氛。,4,172,172_1_4
172_1,从他的表情可以读懂他的感情。,5,172,172_1_5
172_2,这个演员非常善于表情。,1,172,172_2_1
173_1,经营方针/经营哲学,1,173,173_1_1
173_1,经营公司,2,173,173_1_2
173_1,经济不景气，所以公司经营也有很多难处。,3,173,173_1_3
173_2,应该好好经营自己的人生。,1,173,173_2_1
173_2,经营人生/经营课堂/经营家庭,2,173,173_2_2
173_3,我们公司专门经营医疗器械。,1,173,173_3_1
174_1,传统市场/食材市场/二手车市场,1,174,174_1_1
174_1,去市场买东西,2,174,174_1_2
174_1,市场里熙熙攘攘的。,3,174,174_1_3
174_2,股票市场/金融市场/证券市场/国债市场/海外市场/国内市场/内需市场/新市场,1,174,174_2_1
174_2,把握市场动向,2,174,174_2_2
174_2,开发新市场,3,174,174_2_3
174_3,拜金主义在这里是没有市场的。,1,174,174_3_1
174_3,这些陈腐思想在年轻人中已没有市场。,2,174,174_3_2
175_1,职业教育/职业培训/职业进修/职业意识,1,175,175_1_1
175_1,他的职业是律师。,2,175,175_1_2
175_1,从事多种职业,3,175,175_1_3
175_2,职业运动员,1,175,175_2_1
175_2,职业军人,2,175,175_2_2
176_1,无法消除不安的情绪。,1,176,176_1_1
176_1,台风将近，所以一整晚都惶惶不安。,2,176,176_1_2
176_1,考试成绩压线，因为怕考不上，所以心情忐忑不安。,3,176,176_1_3
176_1,如果国际经济形势动荡不安，国内经济也会萎缩。,4,176,176_1_4
176_2,老来麻烦你，真是不安。,1,176,176_2_1
177_1,外国旅行/外国留学/外国企业/外国资本,1,177,177_1_1
177_1,去外国看看，增长见识。,2,177,177_1_2
177_1,从外国回来/归来（从海外归来/从国外回来。）,3,177,177_1_3
178_1,各种饮食/各种运动/各种酒/各种情况/各种制度,1,178,178_1_1
178_1,准备了各种饮料,2,178,178_1_2
179_1,你将来希望做什么？/你将来的打算是什么？,1,179,179_1_1
179_1,担心年轻人的未来,2,179,179_1_2
179_1,前途光明/大有前途/前途无量/前途不明/前途暗淡/前途有保障,3,179,179_1_3
179_2,〔拿来了/引进了 欧美的先进技术。〕,1,179,179_2_1
179_2,〔从中国带来了佛像。〕,2,179,179_2_2
180_1,战争爆发/战争开始/战争持续/战争结束,1,180,180_1_1
180_1,宣布战争开始/引发战争/结束战争(终战)/发动战争,2,180,180_1_2
180_1,战争与和平,3,180,180_1_3
180_1,战争俘虏/战争文学/战争电影/战争赔款,4,180,180_1_4
180_2,政府宣布向犯罪全面开战。,1,180,180_2_1
180_2,交通战争/入学考试战争,2,180,180_2_2
181_1,青少年时期的成长速度非常快。,1,181,181_1_1
181_1,看着孩子的成长，是一件很快乐的事。,2,181,181_1_2
181_1,记录孩子的成长,3,181,181_1_3
181_2,公司在成长,1,181,181_2_1
181_2,成长为世界强国,2,181,181_2_2
181_2,市民阶层的成长,3,181,181_2_3
181_2,促进/抑制 生长的药,4,181,181_2_4
182_1,在公园里散步,1,182,182_1_1
182_1,假日里，家人一起出游，公园里熙熙攘攘的。,2,182,182_1_2
182_1,国家公园/森林公园/海上公园,3,182,182_1_3
183_1,给患者治疗/治疗伤口/治疗疾病/治疗癌症,1,183,183_1_1
183_1,在医院接受治疗,2,183,183_1_2
183_1,没有得到及时的治疗,3,183,183_1_3
183_1,支付治疗费/索取治疗费/缴纳全部治疗费,4,183,183_1_4
184_1,对〜有/没有 自信,1,184,184_1_1
184_1,能不能做好那件事，我没有自信。,2,184,184_1_2
184_1,对〜满自信,3,184,184_1_3
184_1,拥有自信/表现出自信,4,184,184_1_4
184_2,他自信能够很好地完成那件事。,1,184,184_2_1
184_2,不要过于自信。,2,184,184_2_2
184_2,他自信能够解决遇到的困难。,3,184,184_2_3
185_1,满足于现在的 收入/条件/房子/车/成绩/分数/生活/结果,1,185,185_1_1
185_1,满意的表情/满意的态度,2,185,185_1_2
185_1,钱再多也不满足。,3,185,185_1_3
185_1,调查满足度（满意度）,4,185,185_1_4
185_1,只要饿不死，我就满足了。,5,185,185_1_5
185_2,这个商场可以满足你的购物需求。,1,185,185_2_1
185_2,让所有的人都满意很难。,2,185,185_2_2
185_2,满足了 公司/学校 所要求的条件，顺利通过了。,3,185,185_2_3
185_2,求方程相应的解。,4,185,185_2_4
186_1,最近的年轻人有〜的倾向。,1,186,186_1_1
186_1,阅读倾向/现实倾向/逃避现实的倾向/商业主义倾向,2,186,186_1_2
186_1,跟过去相比，结婚的平均年龄有上升倾向。,3,186,186_1_3
186_2,大部分人倾向于采取温和的方式去解决矛盾。,1,186,186_2_1
186_2,我倾向于你们的观点。,2,186,186_2_2
187_1,推理小说作家/电视剧作家/专业作家/新人作家/元老作家/陶艺家,1,187,187_1_1
187_1,他是写了无数名作的作家。,2,187,187_1_2
187_1,作家团体/作家同盟/作家协会,3,187,187_1_3
187_1,这部小说充分体现了作家的思想与感情。,4,187,187_1_4
188_1,电子围绕原子核运动。,1,188,188_1_1
188_1,原子失去电子后变成阳离子，得到过多的电子后变成阴离子。,2,188,188_1_2
188_1,观测电子的运动,3,188,188_1_3
188_2,电子产品/电子邮寄/电子工业/电子工学/微波炉/电子装置/电子秤,1,188,188_2_1
189_1,过去的事,1,189,189_1_1
189_1,过去这里是一所学校。,2,189,189_1_2
189_1,忘记过去/清算过去,3,189,189_1_3
189_1,那个女人的过去很复杂。,4,189,189_1_4
189_2,无忧无虑的童年过去了。,1,189,189_2_1
189_3,机场离学校很远，我们需要乘车过去。,1,189,189_3_1
190_1,宇宙空间/休息空间/文化空间/生活空间/都市空间,1,190,190_1_1
190_1,空间感/空间知觉/空间的利用,2,190,190_1_2
190_1,占据空间/填补空间/填满空间,3,190,190_1_3
190_1,有效利用狭小的空间,4,190,190_1_4
190_1,互相挤一挤，再挤出一个人的空间。,5,190,190_1_5
191_1,延长生命/尊重生命/生命现象/生命保险/缩短生命,1,191,191_1_1
191_1,维持生命/懂得生命的宝贵/孕育生命,2,191,191_1_2
191_1,为了国家献出自己的生命。,3,191,191_1_3
191_1,还活着/还有口气,4,191,191_1_4
191_2,歌手的生命是嗓子。,1,191,191_2_1
191_2,这个部分是这部作品的生命。,2,191,191_2_2
191_2,报纸的生命在于真实的报道。,3,191,191_2_3
191_2,给〜注入生命,4,191,191_2_4
191_3,〔他的政治生涯结束了。〕,1,191,191_3_1
191_3,〔因负伤，他的运动员生涯结束了。〕,2,191,191_3_2
192_1,道路交通,1,192,192_1_1
192_1,高速公路/高架道路/干线公路/迂回道路/小道/收费公路,2,192,192_1_2
192_1,道路拥堵/道路畅通,3,192,192_1_3
192_1,建设道路/铺路/过马路/上路马路,4,192,192_1_4
193_1,陈述意见/提出意见/交换意见/听取意见/收集意见/尊重意见/无视意见/容纳意见,1,193,193_1_1
193_1,意见纷纷,2,193,193_1_2
193_1,少数意见/多数意见/赞成意见/反对意见/正反两方面的意见,3,193,193_1_3
193_1,双方的意见分歧未能缩小,4,193,193_1_4
193_1,赞成意见超过半数,5,193,193_1_5
193_1,有意见的请举手发言。,6,193,193_1_6
193_2,他一直对自己的老板有意见，工作也很不积极。,1,193,193_2_1
193_3,〔给上司提意见需要勇气。〕,1,193,193_3_1
193_3,〔你有什么发表意见的资格啊？〕,2,193,193_3_2
193_3,〔对别人的私生活，提这意见，提那意见的。（对别人的私生活说这说那的。）〕,3,193,193_3_3
193_3,〔恕我直言〕,4,193,193_3_4
194_1,丧失记忆/记忆装置,1,194,194_1_1
194_1,还记得当年的事。,2,194,194_1_2
194_1,记起来很久以前的事,3,194,194_1_3
194_1,久久地留在记忆中,4,194,194_1_4
194_2,对他有很不好的记忆。,1,194,194_2_1
195_1,他会操作这个机器。,1,195,195_1_1
195_1,这台设备的操作其实很简单。,2,195,195_1_2
195_1,机械操作得不太熟练。/机械操作得很熟练。,3,195,195_1_3
195_1,这个电扇用遥控器操作。,4,195,195_1_4
195_2,股价操作/文件操作/账本操作/资金操作,1,195,195_2_1
196_1,大型书店/社区书店/校内书店,1,196,196_1_1
196_1,去附近的书店买杂志。,2,196,196_1_2
196_1,我明天要去书店买一本书。,3,196,196_1_3
196_2,三联书店,1,196,196_2_1
196_2,岩波书店,2,196,196_2_2
197_1,计算不正确,1,197,197_1_1
197_1,计算人数,2,197,197_1_2
197_1,计算图形的面积,3,197,197_1_3
197_2,计算在内,1,197,197_2_1
197_2,事情按照事先计算好的计划进行着。,2,197,197_2_2
197_2,他很会计算/心计很高。,3,197,197_2_3
197_2,计划好的行动,4,197,197_2_4
197_3,〔我们吃的都是他结的账。〕,1,197,197_3_1
197_4,她所有的话中都隐藏着阴谋和计算。,1,197,197_4_1
197_4,在商海中，经常有人被计算。,2,197,197_4_2
143_1,地球的自转/地球的公转/地球的周长,1,143,143_1_1
143_1,从地球到太阳的距离,2,143,143_1_2
143_1,宇宙飞船顺利回归地球。,3,143,143_1_3
143_1,地球的资源并非是无穷的。,4,143,143_1_4
199_1,社会的责任/家长的责任,1,199,199_1_1
199_1,责任意识,2,199,199_1_2
199_1,负责任,3,199,199_1_3
199_1,对〜担负着重大的责任,4,199,199_1_4
199_1,尽到/完成 董事的责任,5,199,199_1_5
199_1,教师有责任指导并保护学生。,6,199,199_1_6
199_2,追究责任/追问责任/推卸责任/回避责任/承担责任,1,199,199_2_1
199_2,推卸责任,2,199,199_2_2
199_2,承担事故的责任,3,199,199_2_3
199_2,孩子做的事是父母的责任。,4,199,199_2_4
199_2,出了这么大的问题，他应该负主要责任。,5,199,199_2_5
200_1,达到目标,1,200,200_1_1
200_1,树立目标/制定目标,2,200,200_1_2
200_1,这个建筑竣工目标是6月。,3,200,200_1_3
200_1,目标不明确,4,200,200_1_4
200_2,命中目标,1,200,200_2_1
200_2,目标地点,2,200,200_2_2
200_2,射击目标/攻击目标,3,200,200_2_3
201_1,左右移动/左右摇晃,1,201,201_1_1
201_1,这个房间左右两侧各有一个门。,2,201,201_1_2
201_2,赶走左右两边的人,1,201,201_2_1
201_2,洗耳倾听周围人的忠告,2,201,201_2_2
201_2,询问身边的人,3,201,201_2_3
201_3,不要被别人的话左右。,1,201,201_3_1
201_3,一两个人左右整个组织。,2,201,201_3_2
201_3,被情绪所左右,3,201,201_3_3
201_4,〔说得很含糊〕,1,201,201_4_1
201_5,他用了十天左右的时间完成这项任务。,1,201,201_5_1
201_5,他年纪不大，30岁左右。,2,201,201_5_2
202_1,政府宣布/政府推行新的政策,1,202,202_1_1
202_1,这件事应该由政府直接出面解决。,2,202,202_1_2
202_1,政府部门/政府机关,3,202,202_1_3
202_1,地方政府/联邦政府/市政府/州政府/省政府/县政府,4,202,202_1_4
203_1,调配燃料和水。,1,203,203_1_1
203_1,要注意颜色的配合,2,203,203_1_2
203_1,混合饲料/混合成分,3,203,203_1_3
203_2,这是警方对你的合法调查，还请你配合。,1,203,203_2_1
203_2,配合作战,2,203,203_2_2
203_3,绿叶衬托着红花，那么配合，那么美丽。pèi he,1,203,203_3_1
204_1,突发行动/强迫行动/反复的行动/退行性行为,1,204,204_1_1
204_1,像主人一样行动/没有礼貌地行动/有礼貌地行动/冷静地行动/大胆地行动/小心地行动/粗鲁地行动/粗暴地行动,2,204,204_1_2
204_1,行动敏捷/行动迅速/行动迟缓/行动可疑/行动异常,3,204,204_1_3
204_1,自己思考后行动,4,204,204_1_4
204_1,付诸于行动,5,204,204_1_5
204_1,说话与行动一致,6,204,204_1_6
204_2,刚动完手术，不宜行动。,1,204,204_2_1
205_1,国民主权/国民投票/国民罢免/国民运动,1,205,205_1_1
205_1,国民期待政治改革。,2,205,205_1_2
205_1,保卫国土，保护国民是军队的职责。,3,205,205_1_3
205_1,政府/政治 应该成为国民的代言人。,4,205,205_1_4
206_1,文学作品/文学青年/文学少女/文学概论,1,206,206_1_1
206_1,纯粹文学/文学介入/写实主义文学,2,206,206_1_2
206_1,攻读文学,3,206,206_1_3
206_1,文学是现实生活的反映。,4,206,206_1_4
206_2,〔就读于人文学院〕,1,206,206_2_1
207_1,令人感动的电影/令人感动的场面/令人感动的行为,1,207,207_1_1
207_1,为恩师的鼓励而感动,2,207,207_1_2
207_1,感动得流下了眼泪。,3,207,207_1_3
207_1,陌生人的帮助让他很感动。,4,207,207_1_4
207_1,他很容易被感动。,5,207,207_1_5
208_1,新鲜的蔬菜/新鲜的水果/新鲜的食品,1,208,208_1_1
208_1,放在冰箱里以保持新鲜,2,208,208_1_2
208_1,超市的蔬菜很新鲜。,3,208,208_1_3
208_2,呼吸清晨的新鲜空气,1,208,208_2_1
208_2,这个城市的空气一点儿都不新鲜。,2,208,208_2_2
208_3,新鲜的文体/新鲜的感觉/新鲜的设计/新鲜的主意,1,208,208_3_1
208_3,他第一次来上海的时候，对什么都感觉很新鲜。,2,208,208_3_2
208_3,在落后的山区，网络还是新鲜事物。,3,208,208_3_3
209_1,地下资源/地下设施/地下城市/地下空间,1,209,209_1_1
209_1,地下室,2,209,209_1_2
209_1,地下有丰富的资源。,3,209,209_1_3
209_1,把电线埋在地下,4,209,209_1_4
209_1,这个楼地上10层、地下3层。,5,209,209_1_5
209_2,他觉得无颜去见地下的父母。,1,209,209_2_1
209_2,向地下的恩师汇报,2,209,209_2_2
209_2,这会被地下的列祖列宗所取笑。,3,209,209_2_3
209_3,地下运动/地下组织/地下团体,1,209,209_3_1
209_3,这个组织在地下活动。,2,209,209_3_2
209_3,将地下组织一网打尽。,3,209,209_3_3
209_4,掉（在）地下,1,209,209_4_1
209_4,从地下捡起dì xia,2,209,209_4_2
210_1,内容与形式相符/内容与形式统一,1,210,210_1_1
210_1,跟内容相比，更偏重形式,2,210,210_1_2
210_1,具备形式,3,210,210_1_3
210_2,以日记形式写的小说,1,210,210_2_1
210_2,多种形式的建筑,2,210,210_2_2
211_1,公开投标/公开恋爱/公开招聘/公开销售/公开道歉/公开会议/公开广播,1,211,211_1_1
211_1,向舆论/向大众/向全天下公开 事实/产品/文件,2,211,211_1_2
211_1,公开秘密/公开秘密文件/公开真相/公开名单/公开会议内容/公开调查结果,3,211,211_1_3
211_1,公开地批判,4,211,211_1_4
211_1,这件事情现在还不能公开。,5,211,211_1_5
212_1,交通事故/汽车事故/列车事故/航空事故/人命事故/安全事故/播放事故(失误）,1,212,212_1_1
212_1,出事故/发生事故,2,212,212_1_2
212_1,引发事故/惹事故/造成事故,3,212,212_1_3
212_1,遭遇事故,4,212,212_1_4
212_1,防事故于未然（防患于未然）,5,212,212_1_5
212_1,因为意外的事故离开了人世,6,212,212_1_6
213_1,积极应对/积极支持/积极参与/积极协作/积极参加,1,213,213_1_1
213_1,做〜很积极。,2,213,213_1_2
213_1,在〜方面起到积极作用。,3,213,213_1_3
213_1,积极发言/积极参与,4,213,213_1_4
214_1,制作过程/制作工程/制作方法/制作费用,1,214,214_1_1
214_1,制作实木家具,2,214,214_1_2
214_1,制作电影/制作唱片/制作MV/制作雕塑,3,214,214_1_3
214_1,制作这个花了三年的时间。,4,214,214_1_4
215_1,天然资源/天然洞窟/天然泉水,1,215,215_1_1
215_1,天然珍珠的价值很高。,2,215,215_1_2
215_1,欣赏天然景观和自然风光,3,215,215_1_3
215_1,天然的金银不是货币。,4,215,215_1_4
215_2,〔做适合天生自来卷的发型〕,1,215,215_2_1
215_3,〔好像没发生过任何事情，自然地/若无其事地笑着/耍着贫嘴。〕,1,215,215_3_1
215_3,〔做出很自然的表情〕,2,215,215_3_2
216_1,移动通信/移动电话,1,216,216_1_1
216_1,瞬间移动/兵力移动,2,216,216_1_2
216_1,部队整体移动,3,216,216_1_3
216_1,移动书柜,4,216,216_1_4
216_1,移动所需时间,5,216,216_1_5
216_1,利用公共交通出行/坐车出行/坐地铁出行/坐飞机出行/坐船出行,6,216,216_1_6
216_1,移动到下一个地方,7,216,216_1_7
217_1,野生动物/哺乳动物/脊椎动物/无脊椎动物/软体动物/肉食动物/草食动物/灭绝动物,1,217,217_1_1
217_1,动物图鉴/动物医院（宠物医院）,2,217,217_1_2
217_1,大的动物捕食小动物。,3,217,217_1_3
217_1,去动物园看动物。,4,217,217_1_4
217_1,动物的行为/动物本能,5,217,217_1_5
217_1,像动物一样行动,6,217,217_1_6
218_1,睡眠不足/资金不足/预算不足/营养不足/时间不足/氧气不足/人手不足,1,218,218_1_1
218_1,因金额不足，买不了想买的东西。,2,218,218_1_2
218_1,资金不足，不能做自己想做的生意。,3,218,218_1_3
218_2,多谢您的夸奖，我们还有许多不足的地方。,1,218,218_2_1
218_2,美中不足,2,218,218_2_2
219_1,自然科学/社会科学/经验科学/生命科学/地球科学/大气科学/人文科学,1,219,219_1_1
219_1,科学研究/科学书籍/科学杂志,2,219,219_1_2
219_1,科学的发达给生活带来了巨大的变化。,3,219,219_1_3
219_1,我们应该相信科学，破除封建迷信。,4,219,219_1_4
219_2,这种方法不科学。,1,219,219_2_1
219_2,科学种田,2,219,219_2_2
219_2,科学的思考/科学的说明/科学的方法/科学的推论,3,219,219_2_3
220_1,太阳升起/太阳很耀眼,1,220,220_1_1
220_1,地球围着太阳转。,2,220,220_1_2
220_1,利用太阳光发电。,3,220,220_1_3
220_1,夏天的时候太阳(光)很强烈。,4,220,220_1_4
220_2,他是韩国足球界的太阳。,1,220,220_2_1
220_2,民族的太阳/我心中的太阳,2,220,220_2_2
221_1,化石燃料/环保燃料,1,221,221_1_1
221_1,供给燃料/注入燃料/补充燃料/节约燃料,2,221,221_1_2
221_1,燃料不足/燃料用光了/燃料耗尽,3,221,221_1_3
221_1,汽车一般用汽油或天然气作为燃料。,4,221,221_1_4
221_1,使用干燥的泥炭作燃料。,5,221,221_1_5
222_1,〔为调查方法而 煞费功夫/苦恼〕,1,222,222_1_1
222_1,〔对作品认真构思/下功夫构思作品〕➜ 功夫,2,222,222_1_2
222_2,〔课内学习/课外学习/考试学习/备考学习/英语学习/数学学习〕,1,222,222_2_1
222_2,〔学生们在教室里学习。〕,2,222,222_2_2
222_2,〔学习很好/学习不好〕,3,222,222_2_3
222_2,〔学习结束/让他学习〕,4,222,222_2_4
222_2,〔专心学习〕➜ 学习,5,222,222_2_5
222_3,白费工夫,1,222,222_3_1
222_3,花了好大工夫,2,222,222_3_2
222_4,一会儿工夫，他们俩就把工作完成了。,1,222,222_4_1
222_4,你有工夫吗?,2,222,222_4_2
222_4,我没有工夫玩儿。,3,222,222_4_3
223_1,阿拉伯数字/罗马数字,1,223,223_1_1
223_1,认识数字,2,223,223_1_2
223_1,用1至10的数字回答。,3,223,223_1_3
223_2,各工厂的供货数量,1,223,223_2_1
223_2,数字概念强,2,223,223_2_2
223_2,数字能说明一些问题。,3,223,223_2_3
223_2,惊人的数字,4,223,223_2_4
223_2,非洲损失了将近两亿人口，这真是一个令人毛骨悚然的数字。,5,223,223_2_5
223_3,数字手表/数字相机/数字显示,1,223,223_3_1
224_1,轻工业/重工业,1,224,224_1_1
224_1,电子工业/机械工业/化学工业/汽车工业/传统工业/尖端工业,2,224,224_1_2
224_1,工业现代化/工业地带/工业区/工业园区,3,224,224_1_3
224_1,从事工业方面的工作,4,224,224_1_4
224_1,振兴工业/扶持工业,5,224,224_1_5
225_1,参考资料/参考图书/参考文献/参考阅览室,1,225,225_1_1
225_1,参考既有研究,2,225,225_1_2
225_1,我正在研究这个主题，请帮我推荐一下值得参考的书籍。,3,225,225_1_3
225_1,为了写这篇文章，他参考了许多文献。,4,225,225_1_4
225_1,在最终 决定/ 判断 之前，这个也有必要参考一下。,5,225,225_1_5
225_1,作为参考，这个也看一下吧。,6,225,225_1_6
226_1,性格调查/性格差异/性格测试,1,226,226_1_1
226_1,火辣的性格/多血质性格/温和的性格/温柔的性格/谦虚的性格/文静的性格/善于交际的性格/腼腆的性格/乐观的性格/活泼的性格/悲观的性格/大方的性格/刻薄的性格,2,226,226_1_2
226_1,他的性格很温和，大家都愿意跟他交朋友。,3,226,226_1_3
226_1,因性格不合而离婚。,4,226,226_1_4
226_2,了解这个政党的体制,1,226,226_2_1
226_2,实学具有近代指向的性格。,2,226,226_2_2
226_2,艺术的个性/学问的个性/独自的性格/包容的性格,3,226,226_2_3
227_1,实行的可能性/实行的战略/实行的结果,1,227,227_1_1
227_1,履行承诺/实行计划/按约定实行/按计划实行,2,227,227_1_2
227_1,付诸行动,3,227,227_1_3
227_1,运作能力强/运作能力不足,4,227,227_1_4
227_1,可能实行的办法/不可能实行的办法,5,227,227_1_5
227_1,这个计划很难实行。,6,227,227_1_6
227_1, 说起来容易，实行起来难。（行动比说话重要。）,7,227,227_1_7
227_2,〔执行文件/执行命令/执行结果〕,1,227,227_2_1
228_1,汽车速度/运行速度/处理速度/规定速度/限制速度/最高速度/最低速度,1,228,228_1_1
228_1,超速行驶,2,228,228_1_2
228_1,加快速度/提高速度/降低速度/保持速度/测定速度/记录速度,3,228,228_1_3
228_1,按一定的速度/以极快的速度/ 以缓慢的速度 走路/跑步/行动,4,228,228_1_4
228_1,汽车突然降低了速度，鸣响了汽笛。,5,228,228_1_5
228_1,台风加快速度靠近,6,228,228_1_6
229_1,付出努力/尽最大努力,1,229,229_1_1
229_1,努力有所回报,2,229,229_1_2
229_1,经过艰苦的努力,3,229,229_1_3
229_1,为了 新技术/新产品 的开发而努力,4,229,229_1_4
229_1,成绩不好的学生应该更加努力学习。,5,229,229_1_5
229_2,他在努力学习。,1,229,229_2_1
229_2,努力赚钱,2,229,229_2_2
230_1,怀抱理想/实现理想,1,230,230_1_1
230_1,为理想与现实的差距而苦恼,2,230,230_1_2
230_1,学生们都怀抱着崇高的理想。,3,230,230_1_3
230_1,说一说你的理想。,4,230,230_1_4
230_2,产品质量不是很理想。,1,230,230_2_1
230_2,理想的 家庭/福利社会/国家/社会/人类/丈夫/妻子/形态,2,230,230_2_2
230_2,这个环境很理想，适于进行研究。,3,230,230_2_3
231_1,绝好的机会/好机会,1,231,231_1_1
231_1,获得机会/抓住机会/错过机会/顶住机会/寻找机会/创造机会,2,231,231_1_2
231_1,机会到来,3,231,231_1_3
231_1,提供发言的机会,4,231,231_1_4
231_1,趁着这次机会一定要见到他。,5,231,231_1_5
231_1,成功的人善于把握机会。,6,231,231_1_6
231_1,机会平等/机会成本,7,231,231_1_7
231_1, 到现在都没有机会见到他。,8,231,231_1_8
231_1,有机会的话,9,231,231_1_9
232_1,出发时间,1,232,232_1_1
232_1,比预定时间提早出发,2,232,232_1_2
232_1,离出发还有一点儿时间。,3,232,232_1_3
232_2,祝贺他们从新的起点出发，走向社会。,1,232,232_2_1
232_2,这个公司是从一个小店铺出发，发展到现在的。,2,232,232_2_2
232_2,大事也都要从小事出发。,3,232,232_2_3
232_2,考虑问题应该从实际出发。,4,232,232_2_4
233_1,采集植物标本,1,233,233_1_1
233_1,他能够辨认出许多种植物。,2,233,233_1_2
233_1,森林中存在多种植物。,3,233,233_1_3
233_1,植物性脂肪,4,233,233_1_4
234_1,豆腐料理,1,234,234_1_1
234_1,放点儿豆腐和海带，做个大酱汤。,2,234,234_1_2
234_1,煎豆腐吃,3,234,234_1_3
235_1,历史纪录/事件记录/会议记录,1,235,235_1_1
235_1,留下记录/调查记录,2,235,235_1_2
235_1,记录战争的影片,3,235,235_1_3
235_1,用照片记录村子的变化,4,235,235_1_4
235_1,找不到当时的记录。,5,235,235_1_5
235_1,他需要把领导在会议上的讲话记录下来。,6,235,235_1_6
235_1,以上就是这次讨论会的全部记录。,7,235,235_1_7
235_1,他把工作的进行过程简单地记录在手册上。,8,235,235_1_8
